bbl,address,bldgclass,numfloors,yearbuilt,roof_area_m2,canopy_area_m2,pv_kw_dc,annual_kwh,avg_daily_kwh,psh_daily_kwh
1002380021,95 ELIZABETH STREET,C7,6.0,1910,228.3790600122141,194.12220101038199,38.8244402020764,48064.65697017059,131.6839916990975,142.87393994364115
1002380014,209 GRAND STREET,C7,6.0,1900,267.58675583899105,227.4487424631424,45.48974849262848,56316.308633874054,154.2912565311618,167.4022744528728
1002390011,90 ELIZABETH STREET,C7,6.0,1900,165.84815753988147,140.97093390889924,28.194186781779848,34904.40323584345,95.62850201600945,103.75460735694983
1002390012,92 ELIZABETH STREET,C7,6.0,1912,572.7206110584497,486.8125193996822,97.36250387993644,120534.7798033613,330.23227343386657,358.29401427816606
1004700031,208 GRAND STREET,C7,6.0,1920,151.30106881848855,128.60590849571525,25.721181699143052,31842.8229435391,87.24061080421671,94.65394865284644
1004700032,206 GRAND STREET,C7,6.0,1909,185.18081677062642,157.40369425503246,31.480738851006492,38973.15469754604,106.77576629464667,115.84911897170389
1004710052,200 GRAND STREET,C7,6.0,1910,367.08253595632794,312.02015556287876,62.40403111257575,77256.19051736878,211.66079593799668,229.64683449427878
1002370011,146 MULBERRY STREET,C7,6.0,1900,201.0127289107473,170.8608195741352,34.172163914827046,42305.13892655588,115.90449020974215,125.75356320656351
1002370012,191 GRAND STREET,C7,6.0,1900,363.04594574210046,308.5890538807854,61.71781077615708,76406.64974088247,209.33328696132182,227.12154365625804
1002060016,182 HESTER STREET,C7,6.0,1910,209.5997734193857,178.15980740647785,35.63196148129557,44112.368313843916,120.85580359957237,131.12561825116768
1002060012,190 HESTER STREET,C7,6.0,1910,180.95582926422975,153.8124548745953,30.76249097491906,38083.963826949795,104.33962692315012,113.20596678770215
1002360033,197 HESTER STREET,C7,6.0,1910,333.98403164556345,283.8864268987289,56.77728537974579,70290.27930012529,192.57610767157612,208.94041019746453
1002370036,191 HESTER STREET,C7,6.0,1900,128.70407094526607,109.39846030347616,21.879692060695234,27087.0587711407,74.21111992093343,80.51726678335847
1002350016,150 BAXTER STREET,C7,6.0,1900,201.80166538925968,171.5314155808707,34.30628311617414,42471.17849782359,116.35939314472216,126.24712186752083
1004730044,178 LAFAYETTE STREET,C7,6.0,1906,158.15113950223486,134.42846857689963,26.88569371537993,33284.488819640355,91.1903803277818,98.93935287259814
1004700038,118 ELIZABETH STREET,C7,6.0,1900,163.86287523563033,139.28344395028577,27.856688790057156,34486.58072209076,94.48378280024866,102.51261474741032
1004700039,120 ELIZABETH STREET,C7,6.0,1900,173.91747667498933,147.82985517374092,29.565971034748188,36602.67214101826,100.28129353703632,108.80277340787332
1004700021,119 ELIZABETH STREET,C7,6.0,1921,298.1069898497168,253.39094137225928,50.678188274451855,62739.5970837714,171.88930707882574,186.49573284998283
1004700042,126 ELIZABETH STREET,C4,6.0,1900,175.049189154013,148.79181078091105,29.758362156182212,36840.852349353576,100.9338420530235,109.51077273475053
1004700004,158 MOTT STREET,C7,6.0,1905,143.7333116803479,122.17331492829571,24.434662985659145,30250.11277624602,82.87702130478361,89.91955978722565
1004700007,164 MOTT STREET,C7,6.0,1900,150.53282639734064,127.95290243773954,25.59058048754791,31681.138643584312,86.79764011940908,94.17333619417631
1004710021,163 MULBERRY STREET,C7,6.0,1900,159.1943459869193,135.3151940888814,27.063038817776285,33504.04205640704,91.79189604495079,99.59198284941672
1004710020,165 MULBERRY STREET,C7,6.0,1920,162.1341482885627,137.8140260452783,27.56280520905566,34122.75284881091,93.48699410633125,101.43112316932483
1004710018,169 MULBERRY STREET,C7,6.0,1914,154.18806537841846,131.05985557165567,26.211971114331135,32450.420239541945,88.9052609302519,96.46005370073857
1004790035,358 BROOME STREET,C7,6.0,1900,294.25929804956456,250.12040334212986,50.024080668425974,61929.81186751136,169.6707174452366,184.0886168598076
1004700009,365 BROOME STREET,C7,6.0,1900,553.2484189095319,470.2611560731021,94.05223121462042,116436.66224370008,319.004554092329,346.11221086980316
1004700009,365 BROOME STREET,C7,6.0,1900,553.2484189095319,470.2611560731021,94.05223121462042,116436.66224370008,319.004554092329,346.11221086980316
1004710044,171 MOTT STREET,C7,6.0,1900,123.15108286949432,104.67842043907017,20.935684087814035,25918.376900713774,71.00925178277747,77.04331744315566
1004710043,373 BROOME STREET,C7,6.0,1900,271.8606275504102,231.08153341784865,46.216306683569734,57215.78767425933,156.75558266920365,170.07600859553662
1004710017,171 MULBERRY STREET,C7,6.0,1900,199.61705800862293,169.67449930732948,33.9348998614659,42011.406028494785,115.09974254382132,124.8804314901945
